make_model,body_type,body_type,km,Gearing Type,price
Audi A1,Compact,Compact,0,Manual,22990
Audi A1,Compact,Compact,50,Manual,22990
Audi A1,Compact,Compact,0,Manual,22990
Audi A1,Sedans,Sedans,3000,Manual,22980
Audi A1,Compact,Compact,0,Manual,22959
Audi A1,Compact,Compact,0,Manual,22950
Audi A1,Compact,Compact,0,Manual,22919
Audi A1,Other,Other,1000,Manual,22950
Audi A1,Compact,Compact,0,Manual,22990
Audi A1,Compact,Compact,0,Manual,22919
Audi A1,Compact,Compact,3900,Manual,22900
Audi A1,Compact,Compact,3900,Manual,22900
Audi A1,Sedans,Sedans,10,Manual,22900
Audi A1,Sedans,Sedans,10,Manual,22900
Audi A1,Sedans,Sedans,10,Manual,22900
Audi A1,Sedans,Sedans,12,Manual,22900
Audi A1,Sedans,Sedans,11,Manual,22900
Audi A1,Compact,Compact,12700,Manual,22880
Audi A1,Sedans,Sedans,22,Manual,22800
Audi A1,Sedans,Sedans,4000,Manual,22900
Audi A1,Compact,Compact,1000,Manual,22890
Audi A1,Compact,Compact,0,Manual,22850
Audi A1,Sedans,Sedans,20,Manual,22800
Audi A1,Sedans,Sedans,19,Manual,22800
Audi A1,Sedans,Sedans,28,Manual,22800
Audi A1,Compact,Compact,0,Manual,22790
Audi A1,Compact,Compact,0,Manual,22720
Audi A1,Compact,Compact,0,Manual,22730
Audi A1,Compact,Compact,0,Manual,22790
Audi A1,Compact,Compact,0,Manual,22785
Audi A1,Compact,Compact,10,Manual,22750
Audi A1,Compact,Compact,0,Manual,22720
Audi A1,Compact,Compact,0,Manual,22720
Audi A1,Compact,Compact,0,Manual,22720
Audi A1,Compact,Compact,3000,Manual,22650
Audi A1,Sedans,Sedans,10,Manual,22600
Audi A1,Compact,Compact,0,Manual,22530
Audi A1,Sedans,Sedans,10,Manual,22600
Audi A1,Sedans,Sedans,0,Manual,22550
Audi A1,Compact,Compact,11,Manual,22590
Audi A1,Compact,Compact,0,Manual,22590
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Sedans,Sedans,10,Manual,22490
Audi A1,Sedans,Sedans,50,Manual,22500
Audi A1,Compact,Compact,0,Manual,22590
Audi A1,Sedans,Sedans,3000,Manual,22500
Audi A1,Sedans,Sedans,0,Manual,22500
Audi A1,Sedans,Sedans,9,Manual,22500
Audi A1,Sedans,Sedans,9,Manual,22500
Audi A1,Other,Other,10,Manual,22490
Audi A1,Compact,Compact,500,Manual,22490
Audi A1,Compact,Compact,10,Manual,22490
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Other,Other,10,Manual,22490
Audi A1,Other,Other,10,Manual,22490
Audi A1,Sedans,Sedans,50,Manual,22220
Audi A1,Compact,Compact,0,Manual,22499
Audi A1,Compact,Compact,10,Manual,22494
Audi A1,Compact,Compact,1,Manual,22499
Audi A1,Compact,Compact,1,Manual,22499
Audi A1,Sedans,Sedans,6000,Manual,22490
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Sedans,Sedans,0,Manual,22400
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Compact,Compact,0,Manual,22360
Audi A1,Compact,Compact,0,Manual,22350
Audi A1,Compact,Compact,0,Manual,22350
Audi A1,Sedans,Sedans,10,Manual,22300
Audi A1,Sedans,Sedans,9000,Manual,22490
Audi A1,Sedans,Sedans,10,Manual,22200
Audi A1,Sedans,Sedans,10,Manual,22200
Audi A1,Sedans,Sedans,10,Manual,22200
Audi A1,Sedans,Sedans,0,Manual,22150
Audi A1,Compact,Compact,50,Manual,22140
Audi A1,Sedans,Sedans,5700,Manual,22100
Audi A1,Sedans,Sedans,10000,Manual,22100
Audi A1,Compact,Compact,0,Manual,22080
Audi A1,Sedans,Sedans,12,Manual,21990
Audi A1,Compact,Compact,0,Manual,21990
Audi A1,Compact,Compact,0,Manual,21990
Audi A1,Compact,Compact,0,Manual,21990
Audi A1,Compact,Compact,0,Manual,21990
Audi A1,Sedans,Sedans,11,Manual,21990
Audi A1,Compact,Compact,0,Manual,21990
Audi A1,Sedans,Sedans,50,Manual,21900
Audi A1,Sedans,Sedans,10,Manual,21900
Audi A1,Compact,Compact,0,Manual,21890
Audi A1,Compact,Compact,10,Manual,21880
Audi A1,Compact,Compact,3500,Manual,21880
Audi A1,Sedans,Sedans,10,Manual,21877
Audi A1,Compact,Compact,0,Manual,22490
Audi A1,Sedans,Sedans,10,Manual,22000
Audi A1,Sedans,Sedans,500,Manual,22000
Audi A1,Sedans,Sedans,10,Manual,22000
Audi A1,Sedans,Sedans,15,Manual,21990
Audi A1,Compact,Compact,3050,Manual,21920
Audi A1,Compact,Compact,3100,Manual,21900
Audi A1,Compact,Compact,1699,Manual,21920
Audi A1,Compact,Compact,32,Manual,21900
Audi A1,Sedans,Sedans,50,Manual,21900
Audi A1,Sedans,Sedans,50,Manual,21900
Audi A1,Other,Other,0,Manual,21850
Audi A1,Sedans,Sedans,0,Manual,21850
Audi A1,Compact,Compact,4000,Manual,21800
Audi A1,Sedans,Sedans,10,Manual,21800
Audi A1,Sedans,Sedans,5000,Manual,21900
Audi A1,Sedans,Sedans,50,Manual,21800
Audi A1,Sedans,Sedans,1,Manual,21800
Audi A1,Sedans,Sedans,0,Manual,21800
Audi A1,Sedans,Sedans,10,Manual,21789
Audi A1,Sedans,Sedans,0,Manual,21750
Audi A1,Compact,Compact,3000,Manual,21760
Audi A2,Off-Road,Off-Road,26166,Manual,28200
Audi A3,Convertible,Convertible,19800,Automatic,10893
Audi A3,Sedans,Sedans,36792,Automatic,13000
Audi A3,Sedans,Sedans,141147,Automatic,15680
Audi A3,Compact,Compact,35000,Automatic,16900
Audi A3,Sedans,Sedans,79999,Automatic,16490
Audi A3,Sedans,Sedans,44000,Automatic,16900
Audi A3,Sedans,Sedans,36147,Automatic,16990
Audi A3,Sedans,Sedans,22978,Automatic,17490
Audi A3,Sedans,Sedans,27155,Automatic,17690
Audi A3,Sedans,Sedans,67080,Automatic,17640
Audi A3,Sedans,Sedans,42800,Automatic,17900
Audi A3,Sedans,Sedans,75000,Automatic,17950
Audi A3,Sedans,Sedans,72288,Automatic,17930
Audi A3,Sedans,Sedans,20300,Automatic,17930
Audi A3,Sedans,Sedans,106944,Automatic,17900
Audi A3,Sedans,Sedans,70000,Automatic,17900
Audi A3,Sedans,Sedans,70000,Automatic,18500
Audi A3,Sedans,Sedans,158300,Automatic,18500
Audi A3,Other,Other,70000,Automatic,18000
Audi A3,Sedans,Sedans,29477,Automatic,18322
Audi A3,Sedans,Sedans,47400,Automatic,18290
Audi A3,Sedans,Sedans,91086,Automatic,18280
Audi A3,Sedans,Sedans,52750,Automatic,18229
Audi A3,Sedans,Sedans,43532,Automatic,18222
Audi A3,Sedans,Sedans,58000,Automatic,18200
Audi A3,Sedans,Sedans,104000,Automatic,18200
Audi A3,Sedans,Sedans,80000,Automatic,18000
Audi A3,Sedans,Sedans,42500,Automatic,18000
Audi A3,Sedans,Sedans,70000,Automatic,18000
Audi A3,Compact,Compact,30529,Automatic,18000
Audi A3,Sedans,Sedans,120000,Automatic,18000
Audi A3,Sedans,Sedans,80000,Automatic,18000
Audi A3,Sedans,Sedans,68025,Automatic,18000
Audi A3,Sedans,Sedans,121650,Automatic,18460
Audi A3,Sedans,Sedans,61900,Automatic,18460
Audi A3,Sedans,Sedans,144000,Automatic,18500
Audi A3,Sedans,Sedans,62000,Automatic,18500
Audi A3,Sedans,Sedans,99500,Automatic,18500
Audi A3,Station wagon,Station wagon,56000,Automatic,18500
Audi A3,Sedans,Sedans,62015,Automatic,18500
Audi A3,Station wagon,Station wagon,92000,Automatic,18500
Audi A3,Compact,Compact,40000,Automatic,18500
Audi A3,Sedans,Sedans,58000,Automatic,18450
Audi A3,Compact,Compact,66045,Automatic,18450
Audi A3,Sedans,Sedans,87750,Automatic,18450
Audi A3,Compact,Compact,122381,Automatic,18450
Audi A3,Sedans,Sedans,94538,Automatic,18415
Audi A3,Compact,Compact,56993,Automatic,18420
Audi A3,Sedans,Sedans,54067,Automatic,18444
Audi A3,Sedans,Sedans,48000,Automatic,18400
Audi A3,Sedans,Sedans,69717,Automatic,18400
Audi A3,Sedans,Sedans,49000,Automatic,18390
Audi A3,Sedans,Sedans,69717,Automatic,18400
Audi A3,Sedans,Sedans,57193,Automatic,18380
Audi A3,Sedans,Sedans,51957,Automatic,18376
Audi A3,Sedans,Sedans,50000,Automatic,18360
Audi A3,Sedans,Sedans,62851,Automatic,18500
Audi A3,Sedans,Sedans,37500,Automatic,18499
Audi A3,Sedans,Sedans,98000,Automatic,18499
Audi A3,Compact,Compact,39660,Automatic,18495
Audi A3,Station wagon,Station wagon,16000,Automatic,18490
Audi A3,Sedans,Sedans,36000,Automatic,18490
Audi A3,Station wagon,Station wagon,50000,Automatic,18490
Audi A3,Sedans,Sedans,120522,Automatic,18490
Audi A3,Sedans,Sedans,54250,Automatic,18490
Audi A3,Sedans,Sedans,46776,Automatic,18339
Audi A3,Coupe,Coupe,23080,Automatic,18000
Audi A3,Sedans,Sedans,81000,Automatic,18000
Audi A3,Sedans,Sedans,29140,Automatic,18480
Audi A3,Compact,Compact,45573,Automatic,18000
Audi A3,Compact,Compact,50134,Automatic,18000
Audi A3,Sedans,Sedans,80000,Automatic,18000
Audi A3,Sedans,Sedans,40250,Automatic,17999
Audi A3,Station wagon,Station wagon,69734,Automatic,17999
Audi A3,Sedans,Sedans,86800,Automatic,17990
Audi A3,Compact,Compact,31900,Automatic,17990
Audi A3,Sedans,Sedans,97550,Automatic,17990
Audi A3,Sedans,Sedans,60500,Automatic,17990
Audi A3,Sedans,Sedans,85449,Automatic,17990
Audi A3,Sedans,Sedans,30000,Automatic,17980
Audi A3,Sedans,Sedans,34491,Automatic,17980
Audi A3,Station wagon,Station wagon,80650,Automatic,17980
Audi A3,Compact,Compact,78939,Automatic,17969
Audi A3,Sedans,Sedans,85325,Automatic,17965
Audi A3,Sedans,Sedans,81791,Automatic,17960
Audi A3,Sedans,Sedans,79000,Automatic,17900
Audi A3,Station wagon,Station wagon,63700,Automatic,17900
Audi A3,Compact,Compact,120121,Automatic,17950
Audi A3,Compact,Compact,110812,Automatic,17900
Audi A3,Station wagon,Station wagon,27600,Automatic,17900
Audi A3,Compact,Compact,90000,Automatic,17490
Audi A3,Sedans,Sedans,61765,Automatic,17480
Audi A3,Sedans,Sedans,97000,Automatic,17470
Audi A3,Sedans,Sedans,99000,Automatic,17470
Audi A3,Sedans,Sedans,72000,Automatic,17450
Audi A3,Sedans,Sedans,33000,Automatic,17450
